review_date,reviewer,movie,rating,review_detail,contains_pattern
18 December 2008,bjt55,Sunshine (2007),10.0,"After watching a bad horror/comedy this movie really seemed ***like the best movie in ever! Of course I still have favorites over this film, but I was truly blown away. This movie deserves to be mentioned*** while talking about the best of sci-fi like ""Event-Horizon, 2001 space Odyssey"". This is meant for every aspect of the film. From the acting, to the story line to the graphics (if you have a blue ray, get this on blue ray!!!) to the characterization, to the feeling of helplessness, etc. I am skeptical of sci-fi movies but this movie made me a believer! My vote, do yourself a favor and rent this movie!",True
16 December 2008,ariyamaya82,Sekerpare (1983),9.0,"This movie is one of the most spectacular jobs the Turkish movie sector has ever come up with. The movie is semi-musical. However, what you can call funny in this movie is mostly achieved by using different accents of Turkish and maybe the most common cultural patterns, including beautiful classical Turkish music with lyrics changed according to the script. So obviously this masterpiece doesn't have a literal ""universal"" value as you would call it. But at the same time, we all know that anything that has a universal value also has a cultural background. Probably in an imaginary time where everybody wants to know other cultures to find the common values between people, this movie would be a good way to do that.I know that I said almost nothing about the movie itself, 'cause I only talked about how this movie makes me feel. Alright, the script is written really well (especially the musical part, with adapted lyrics). The acting is flawless. Şener Şen is one of the greatest actors in Turkish cinema. And this is one of his best performances. As Ziver, he makes you feel exactly the way the director would want you to feel. Şener Şen has always been successful at using the funniest Turkish accents (As we have seen him do in many Turkish comedies in the 70's: Kibar Feyzo, Davaro, Züğürt Ağa etc.) Şevket Altuğ is amazing as Hurşit. İlyas Salman as Cumali, the honorable street guard, played ""the master of fools"" (the cucumber) unbelievably well. The names for the characters were chosen from the appropriate era of Turkish culture that the movie depicts. An absolutely brilliant scenario, as it offers you an enjoyable trip to the last years of the Ottoman Empire. Relationships between men and women are shown so realistically, and strong religious figures are melted beautifully in the scenario to show what society was ***like at that time. All told in the funniest way possible. But as I said*** before, it only means something if you are familiar enough with Turkish culture and Turkish history. I believe that this movie will still be enjoyable for the future generations.",True
20 December 2008,deblore,Nothing But the Truth (I) (2008),10.0,"Anytime I see a project that has Rod Lurie attached, I can't get to a screening fast enough. His writing is always intelligent, decisive, thought provoking, timely and topical, with a story that embraces integrity, ethics, morals and social conscience. His direction is always with military crispness, sharp and clean. His casting choices are impeccable and his characters well crafted, multi-textural, fractured human beings that have a fire about them that draws one as a viewer ever deeper into the story and the film. Lurie now attains even greater heights with the riveting NOTHING BUT THE TRUTH. Championing justice and the high price of integrity, conviction and principle, he takes a page from today's headlines and makes it his own with a story involving a top notch journalist and an exposed undercover CIA operative and the the fight to protect not only a source but the values of motherhood, family, privacy and the right to know.Kate Beckinsale is mesmerizing as Rachel Armstrong. A physically demanding role given the intense prison sequences, her physicality pales in comparison to the emotional intensity and strength she puts forth on screen. ***Like a caged animal, she calculates every move, every action, every reaction with an internal ferocity that ignites every scene. Equally amazing is Vera Farmiga as Erica Van Doren. Having just seen Farmiga as a devoted loving WWII mother in ""The Boy In The Striped Pajamas"", I was blown away by her tough as nails, hard core performance as Van Doren which she balanced with a carefully toned maternal edge; an act equaling that of Beckinsale's maternal double edged sword.As if the women aren't reason enough to be on the edge of your seat with Lurie's taut script, enter Noah Wylie, Matt Dillon and Alan Alda. Noah Wylie was a surprise casting choice as Avril Aaronson but he is a completely neurotic firey self-involved frenetic attorney - to a tee. But then toss in a little taste of a legal oil slick in the form of Matt Dillon as prosecutor Patton Dubois and the ante is upped exponentially. As Dubois, Dillon brings new levels of arrogance and self-importance to the perception of attorneys (and trust me, many are very arrogant) which sparks dynamic chemistry between he and Beckinsale. And then there's Alan Alda. Always a welcome addition to any film, and particularly a Rod Lurie film, Alda is the voice of reason, the conscience of the film. He gives reasoned voice to the character of Rachel and never moreso than in one of the most impassioned and empowered monologues addressing the Supreme Court. That exquisitely written argument and Alda's delivery is phenomenal. It is the social conscience and fundamental essence of the film. Powerful and priceless, it's eloquence defies description.Lurie himself even says, ""I think Kate is just fantastic in the film, as is Vera and Alan. "" A real coup was the casting of one of the seminal First Amendment attorneys in the United States, Floyd Abrams, who stepped in not only to play Judge Hall, but he also served as technical adviser on the film. Sometimes he would stop in the middle of the shoot and say 'this is wrong' to which Lurie would tell him, 'You're playing it, play it right."" The meticulous detail of the written structure is equaled by Lurie's fine tuned direction. Metaphorically addressing the issues of the film through light and texture, the visual aspect of the film is as interesting as the dialogue. What strikes me most, however, is the intricately woven clues that lead up to the surprise climactic ending where we finally do learn the answers to Rachel's personal convictions. It will blow your mind.Intelligently written. Potent performances. Superlative gripping story. A principled film that speaks soberly and passionately about standing up for one principles; be it a soccer mom, CIA agent or reporter. When all is said*** and done there is NOTHING BUT THE TRUTH.Written and directed by Rod Lurie.For my complete review of the film and interviews with Rod Lurie and Kate Beckinsale, go to www.moviesharkdeblore.com",True
20 December 2008,roghache,A Christmas Carol (1977 TV Movie),9.0,"Considering the short length and limited budget, this BBC production is an excellent version. It does appear ***like a theatrical production that's been put on video and some of the sets are simply painted backgrounds. However, none of this bothered me and I actually prefer it to some higher budget versions. I agree with another reviewer here who claimed you could feel the cold in Scrooge's office when Cratchit is warming his hands at the candle! Michael Hordern certainly looks the part of Scrooge. However, he is not compelling in the role, no match for Alastair Sim who really draws the viewer in. There seems no emotional engagement with Scrooge, little of the warmth that some actors bring to the role. It's Scrooge himself who drives the story and the attachment a viewer should feel to the character simply wasn't there. This may be partly due to the short length and the fact that the older, present day Scrooge isn't very involved in the storytelling. The spirits present their flashbacks and glimpses with little input from him.The major problem with this adaptation is length, it being impossible to do the story justice in one hour. Either vital characters and scenes must be omitted and/or there's a rushed feeling. Here the major characters are present -- even debtors Caroline and her husband showing relief at Scrooge's death (not shown in most versions). The main scenes are also depicted though sometimes quite abbreviated. There is a rushed feeling to the production, especially at the end. For instance, when Scrooge joins Fred and his wife for Christmas dinner, barely do they exchange greetings. The scene is simply too hurried to get the proper dramatic sense of the joy these relatives feel in connecting.This production features an excellent supporting cast. This is one of only two versions I've seen (the other being the 1999 Patrick Stewart) where Christmas Present ages during the course of his visit, as he does according to Dickens. I loved nephew Fred and found Bob Cratchit one of the most compelling I've seen. The Cratchit children are reduced from six in number to four -- budget constraints perhaps!One aspect I appreciated, despite its deviation from the original, was Fred's 'scaled down' dinner party. Instead of the large gathering typically shown, there's only a foursome -- Fred, his wife, and one other couple sitting in the parlour. This gives the scene what I've aptly heard described as a charming intimacy. Another notable deviation from the novelette is the children Ignorance and Want appearing apart from the Spirit of Christmas Present rather than underneath his robe.The primary attraction of this adaptation is its faithfulness to Dickens, apart from these minor exceptions mentioned***. Almost all the dialogue is verbatim, albeit Scrooge fails to mention 'smoking bishop' in his final conversation with Bob! For all true fans of the Carol, I consider this a 'must see' version, if only to watch 'Marley' from the famous 1951 Alastair Sim version himself playing Scrooge!",True
20 December 2008,jehureyes,High School Musical (2006 TV Movie),10.0,"I have been given an HSM: The Junior Novel book and have finished reading it for less than a day. I didn't notice most parts of the story that affect the title.At first, I thought that it was entitled ""High School Musical"" because it is musical. Watching the movie, I didn't ***like it that much because it's musical-ness is less than what I expected. Reading the book, I finally understood.As I've said***, I thought that the title was because the movie is musical. But now, I guess, it's not. In the book, they called the Winter Musicale, ""High School Musical"". That ""High School Musical"" changed the school. Before, students only hang out with their peer group. But because Troy and Gabriella, and the High School Musical, every student become united.Before, I rated this movie 7. But now that I fully understand it, i give it 10.*Sorry for some grammar mistakes. I'm tired and stressed.",True
20 December 2008,rjmarzano,Irréversible (2002),10.0,"At the beginning (or is it really the end ?) of this movie a homosexual gets his head smashed in with a fire extinguisher for trying to sexually attack this guy's friend. These events transpire in the squalid, dungeon ***like atmosphere of an establishment called 'The Rectum'. (Reminds me of real establishments I have heard about like 'The Mine Shaft'.) This should give you a general idea about the feel of this movie. It touches on many of the more exotic aspects of human sexuality. 'Touches' is probably not the right word here.The story is told in reverse with the end of the story appearing at the beginning of the movie. This just makes what is already a very backwards oriented movie even more bizarre. It reminds me that when people become possessed by demons they start talking backwards.Monica Bellucci treads into uncharted territory in this horrific movie. What a woman.A guy on amazon.com wrote*** a review for this movie and said he wishes time was reversible so he could go back and not watch it. But alas I guess time is not reversible.Not me though. It's one of my all time favorites.Also interesting for me was I found a poster I was looking for with Captain Marvel. It's on the wall in the guy's bedroom. I couldn't remember the name of this poster that I had many years ago but now I have found it.I guess only the French could come out with a movie like this.Jeff Marzano",True
20 December 2008,socrates99,Shine a Light (2008),9.0,"A good concert will generate heat ***like a fire. And sometimes you feel you'll just melt away. So it was for me watching this brilliant film. Mick Jagger and the boys have traveled straight into history. It's as if they'd got hold of something that's eluded us all and, for me at least, they've left no doubt which band is the greatest, Beatles or Stones.I originally didn't want to sit through a long concert. But I was wrong. There's nothing dull or repetitious in this movie and, in fact, there are some surprises including a gem of a Keith Richard rendition and a revealing duet between Mick and Jack White. The film is like a compilation of a thousand lucky catches. Mick's energy, musicality and playfulness come through loud and clear, and I began to wonder just how influential this band's been over the years.As a guy, I know I always wanted to take notice and listen whenever they came up on somebody's playlist. The Beatles always seemed to be a more acceptable choice, even when it was a Stones' song that kept going through my mind. But after all these years, I've concluded that it was the Stones who had the stronger grasp on my generation's psyche. In some ways they seem more honest than the Beatles. Certainly they've had more fun over the years. I just heard someone list iconic British things to include Big Ben and the Beatles. I winced because I realized, if I were British, it would have been the Stones I would have mentioned***. There's something miraculous about them that I can't help admiring.",True
20 December 2008,rnakamur,Point Break (1991),9.0,"15-foot Hawaiian waves are unabashedly intercut with California beaches. A footchase through Venice Beach neighborhoods defies endurance and fatigue, while a leap from a plane sans a parachute defies logic.But logic doesn't matter when adrenaline is pumping through your system. And that's precisely the point of Kathryn Bigelow's ""Point Break,"" a movie that's just as exciting the 20th time you see it as the first.Some people might ridicule the fact that this film is so high on my list. Conceptually a ""B"" movie (FBI rookie infiltrates gang of surfer bank robbers), the film did moderately well at the box office and could easily have been dismissed as an action-thriller among the likes of ""Lethal Weapon"" or ""Die Hard."" But I have a hard time finding a movie that matches this film's serenity and luster, which ultimately defines the spell under which special agent Johnny Utah (Keanu Reeves) falls after meeting surfer Bodhi (Patrick Swayze).They say there's something about surfing un***like anything in the world. And there's a reason why people get up at 5am each day to hit the waves before the tourists show up. There's something magical about the ocean's power, something transcendent about reaching a harmony with its rhythms, which Bodhi describes as a ""spiritual side"" of it (that nazi surf punks like Anthony Kiedis fail to understand). Go watch ""Endless Summer"" and see men in their 50s abandoning careers and material possessions traveling the world in search of the perfect wave. This is what Utah is seduced by, a blend of adrenaline and total clarity that Bodhi embodies and by which he leads his minions into the ""rush"" of armed robbery. At several moments in the film, we too can imagine ourselves picking up a surfboard or jumping out of a plane, even if normally we'd consider ourselves too cowardly to do so.""Point Break"" features relentless stunt sequences arguably unmatched since its 1991 release-- and best of all, it mounts them one after another until its jaw-dropping climax. The raid on the meth house with a sequence involving a knife and lawnmower, the (already-mentioned***) chase through Venice Beach including narrow alleyways and literally breaking through private residences, and a leap with no parachute out of a cessna over the Ensenada desert-- they're just highlights. Those don't even include the surf sequences, beginning at Leo Carrillo with Utah first learning how to pop up, on to the haunting final scene with Bodhi vanishing into a 70-footer on Bells Beach, Australia. Director Bigelow, who began her career as a painter, clearly places a high emphasis on visual appeal, rarely leaving a shot without some majesty to it. Meanwhile, in the context of California beach culture, Reeves and Swayze (and even Lori Petty) are perfectly cast, while Gary Busey has some of the best moments of his career as Utah's older, energetic partner Angelo Pappas.Universal Pictures essentially remade this movie for the post-millennium audience as ""The Fast and the Furious,"" with Paul Walker in the Utah role and Vin Diesel in the Bodhi role. And that film was precisely what I mentioned earlier ""Point Break"" could've been-- an adequately entertaining action thriller among the likes of ""Lethal Weapon"" and ""Die Hard."" But street racing, while exciting, lacks the spellbinding serenity of surfing. Driving at speeds of 120mph can get you a rush, but there's no feeling of the earth, no spiritual harmony, no lucidity in one's existence.I was thirteen when this film was first released, in a summer when ""Terminator 2"" was all the rage among teenage boys. It wasn't until the next spring that I rented the movie on video, at which time my older cousin told me ""I can't believe you didn't see this in the theater!"" With the help of a big screen TV and surround sound, I began to understand what he meant. In many ways, this is a movie to be experienced like the very first action-thrillers, where audiences leapt into aisles to avoid being hit by trains charging at the screen. ""Point Break"" doesn't try to be profound or dramatic or anything else it's not. But it's far better than ""Terminator 2"" ""Die Hard"" or ""Lethal Weapon"" or any other cops-robbers movie that has been released in the last twenty years. Not until Zack Snyder's ""300"" (2006) was a non-Oscar-aspiring action film able to jolt adrenaline in viewers at a purely visceral level from its frenetic sensory experience.""Point Break"" is just that good.",True
16 December 2008,pelinozkan,Three Monkeys (2008),10.0,"I liked that story. It looks ***like my own story. I felt somebody knows my history, and wrote*** its details. I don't know why and how, but I found this movie very close to me. One of my friend advised me to watch 3 Monkeys when he watched it. He said to me 'You will find your life story in that movie.' I thought he was exaggerating. But he was wright. The picture, the atmosphere, the feelings, the dialogues were parts of my life. How can a director describe humanity such so powerful. I liked him and his way. Thank you Mr. Ceylan for your professionalism. You are a real master. No doubt, this movie is a masterpiece. You have to find and watch it. May be you can find something from your story.",True
20 December 2008,Reliccthetroll,MechWarrior 4: Mercenaries (2002 Video Game),9.0,"I just have to say that I completely disagree with killer3000ad's disappointment with this title. I honestly think this is one of the best mechwarrior games I have ever played, and I have played every one since Mechwarrior 2.The ability to choose your own path in the game, and take merc contracts in a semi non-linear fashion, really makes it feel ***like you are in control of your own merc company.I thought the voice acting was quite good and really set the tone of the game for me. Mechwarrior 4: vengeance's voice acting was almost comically bad, this title does not continue that trend. I enjoyed the short conversations between the main character, ""Spectre"", and the intel officer, ""Castle"". I, at no point thought the main character sounded ""unconcerned"" or ""bored"", as killer3000ad had said***. You are running a mercenary company after all, high emotion just doesn't factor in much. I enjoyed the different personalities of the different mech pilots you can recruit into your company too, even though they only have a few lines each. Also, the character ""Duncan Fisher"" that comments on the solaris arena matches is quite entertaining.I found the soundtrack to be appropriate for the game, and feel that even though the old Mechwarrior 2 soundtrack is great, a similar set would feel out of place for this game. Though, they could have used a few more tracks.I do like this game very much, but I have to say that it is a little bit too easy most of the time. After the first few missions, you will probably have 2 fully fit lances, and enough C-bills to make sure everyone is in something better than the ""flea"" light mech. On the other hand, later down the line one may find it difficult to come up with the necessary cash to buy every member of the team a heavy enough mech to turn the tide of a mission.What I dislike the most about the game is that it is far too short. I really enjoyed playing it, and still fire it up once in a while today. I just wish the experience could continue a little more.",True
28 February 2020,Tron79,I Am Not Okay with This (2020),9.0,"So, there seem to be a slew of teen dramas lately. I almost didn't give this one a go, because I felt ***like I was reliving my high school years again and again with every new teen drama I seem to want to watch. Well, my high school years were nothing like Syd's that's for sure. I did agree with Stanely's line that some people are stuck in high school and their best times are long past. I just completed ""Looking for Alaska"". and now watching ""I Am Not Okay with This."". I'm in serious need for an adult drama for my next one! That being said***, I loved this quirky short series. I never read the comic, but it sounds great from what I saw on screen. I want to watch season 2 right now! This season almost seemed like an extended setup for season 2. It had a bit of a Carrie feel with the familiar trope of something horrible happening at the big dance. But with the big reveal in the last episode, I was laughing on the inside even with the horrible scene on the screen. A similar thing happened when watching the series Maniac when they had some extreme graphic violence. I could tell it wasn't to be taken seriously and the irony of the situation was actually funny and shocking at the same time.I will be the very happy to tune into season 2 once it's dropped on netflix. I hope it won't take too long!",True
28 February 2020,lvanderwindt,Parasite (2019),10.0,"A lot of people don't think it's fair that parasite won at the 2020 oscars. But you know what, I think they absolutely did. The cinematography is just out of this world. And just when you think you got the plot all winded up your finger the thread spins right off and the movie takes a MASSIVE turn. ***Like holy the fact that the old maid came back was weird but when her fricking husband was just chilling in the basement.... DAMN. The script is just so gorgeous and detailed. The way were everything is planned out, the way it should be with a good movie. Each line fits perfectly in every scene and everything is so balanced out. From the beginning of the movie i felt like everything had already fallen into place. The actors are so good. Obviously i'd never heard of them but omg... so good. You should really watch those cheesy videos about '10 things you've missed in...' but in this movie it's actually really interesting. Like the part where there is always a slight 'line' in shots between the wealthy and 'poor' people, which makes sense to the line that the rich dad said*** 'he always seems to cross the line but ends up to just not do it..' It's a small detail but when you pay attention to it it all starts making sense. Or the realisation point in the end where Kim was now hiding in the basement was so mesmerising. The way they played back every move he took to get there. Also when they needed to get rid of the maid, every scene perfectly balanced out with the previous and next one. Everything fitted into everything. Just perfect!",True
29 February 2020,hellraiser7,The Wonder Years (1988–1993),10.0,"Most of the time to everyday we always think about what came to past. The past always consists of all the good and the bad. Sometimes there is something whether it's a great achievement or even a mere kiss from someone we look with a fondness, or sometimes there are things we do or decisions we make we're not proud of and can't help but wonder if we could of made another choice or found another way how different would things of been. Depending on how we reflect on the past, it will always be a part of us that carries on from the present to our future.This show is one of my favorite TV shows of all time, this is another childhood gem of mine as I saw this show when I was about eight when I saw this show, it was also in a way one of the last gems of the 80's for me as this show premiered in 1988 which was one of the twilight years of the 80's decade.
This show was also the very first period piece show I've seen, I honestly never seen one ***like it at the time; yes there may have been many others that have utilized the same thing afterward but this show is still the best at it.However the real draw of the show for me was the fact the main character were kids or should I say adolescents to young adults, this really got me interested because there really weren't many shows at the time focused on the young crowd, let alone any from a decade long gone.You can also say the show sort of predates ""Stranger Things"" as this show is a period piece, where that show took place in the 80's decade this show took place in the 60's which is fitting as that was also a decade for great change.I really love how the show captures the 60's decade to a tee, from cars, movies, important events in history, fashions, skating, you name it it's all there. I really love the soundtrack in the show, this show has one of the best soundtracks ever and the best uses for it, even love that theme song which is one of my favorite theme songs.Each of the songs are pretty much the oldies but goodies you might have listened to on the radio or for audiences of now probably checked out a song or two from your computer, iPod, or mobile device. Though true be told watching this show got me fascinated with the songs of yesteryear, some were tunes I never even knew existed. Fascination like that just goes to show how timeless the songs truly are.Just like with any relic from the past this show has a two-way effect, for the adults that have watched it was a big wave of nostalgia. I remember when my mom watched the show, she always pointed out*** to me all the things in the show that were in her childhood, which gave it a relatability factor for her. But to anyone that never lived in that decade the show is a good history lesson in giving us an idea on what life for an adolescent though young adulthood is like in an era long past.The show has a fine balance of both comedy and drama, when the comedy hits it hits in all the right places and times. Sometimes it's when a certain befuddlement happens or Kevin makes a slight misstep, at time I couldn't help but yell at the screen and say, ""What the frak are you doing or don't do that stupid."" This is funny because it's true because there may have been a certain misstep we've made in the past and you can't help but yell at yourself because it felt like it could have been avoided, even though in reality nothing is ever certain or a sure thing.But when the drama hits it hits well because the drama is of the relatable kind. If you watch this when you're still a kid or even as an adult, you would sometimes see an episode and recall yeah I've been there, that's happened to me, I've done that. I really love the use of narration, narrated well by Daniel Stern, really like the voice he uses it fits well you really get a feeling of a person that has been around the block more than once.The narration has a journalistic feel as if your reading someone's journal, but I also like some bits of commentary which give the narration humor and personality, mainly when older Kevin sometimes expresses certain things he was thinking at that time.Kevin Arnold (Fred Savage) is an interesting character, here he's really a regular guy that in many ways he is sort of ourselves. He's not a very smooth person as he makes mistakes though never intentionally, but he is always trying to make up for them and he does learn his lessons.What I really like about him is he's a person that is just trying to get though the day, he's not looking for trouble though trouble does tend to find him as much as Charlie Brown which makes him funny and a little sad. And like with Charlie Brown he just carries on despite how much he dislikes the situation and even tries to resolve it sometimes with success and sometimes failure but at least he tries, and he doesn't just sit there and take it.What I also like is he's a person that really does put himself out there and he tries different things, some things work some things don't but this just makes him all the more human because that's part of what life's about. But what I really like about him much like with Archie Andrews he does care about others and believes in doing the right thing and he does come through doing it.Winnie Cooper played well by Danica McKellar, this is another of my celebrity crushes when I was a kid, this actress I though was fraking hot, to me she's one of the hottest women on the planet and of course still is. I really like this actress and of course I know her in another show I really like ""Young Justice"" as the voice of Megann/Miss Martian.Anyway, she is just beautiful inside and out, she's the kind of person I and probably any other male that crushed on her wanted as a friend and significant other. She has a radiant persona as she has strong and passionate feelings about certain things in life. She can be insecure and confused about most things in life much like Kevin which is one thing they have in common. Though she's not perfect even she makes some error sometimes, however just like with Kevin we can forgive her for them as she does learn her lesson and does her best to correct the mistake.I always love it whenever both come together, Kevin and Winne are one of my favorite fictional couples ever, these two just fit together well and they feel like a couple that can exist. Both have their up and downs, both make mistakes with each other along with their own lives. But what I love is that no matter what both always come together, both have a bond that is almost unbreakable it just withstands the test of time, because both are always struggling to maintain it.The love both feel is so deep I know both would take a bullet for each other, but the other reason why both really are good for each other is the fact that both are still able to remember their past. Which makes them both continue to see the best in each other which also helps bring the best in themselves. Throughout the show despite the changes, even a few changes in their character you know that one thing that will never change is their bond together.Kevin reflects on his past, just as we reflect on our own.Rating: 4 stars",True
29 February 2020,slightlymad22,The Spy Who Loved Me (1977),9.0,"The Spy Who Loved Me (1977)This was the first movie being solely produced by Albert R Brocolli, it was plagued by production problems and at $14 million dollars (double the last movie) the budget was the most expensive for a Bond movie at that point.I always remember I watched this one on my 8th birthday, and when it was time to go toy shopping with my birthday money, I said I didn't want to, as I wanted to watch this. It was the scene where Bond fights the bald henchman. Every time I see that scene I'm reminded of that moment.In his third movie, Roger Moore is now confident and settled in the role. ***Like with Connery in Goldfinger, Moore's third Bond movie is his best. Barbara Bach is easily my favourite Bond girl, not only is she a decent character who often gets the upper hand over Bond, she is just so damn sexy and that shower scene... Just WOW.Caroline Munro (The Golden Voyage Of Sinbad) is also gorgeous and ridiculously sexy as Naomi the movies Femme Fatale. It introduces us to the classic henchman Jaws (Richard Kiel) it has the classic car/submarine Lotus Esprit and the brilliant Nobody Does It Better by Carly Simon.All that and I have not even mentioned*** the per title sequence. From the reveal that Triple X is the stunning Barbara Bach, (so she is not just gorgeous) and not the man, Bond getting his message on his watch (so Moore era Bond) to the ski chase, which is so cinematic (this is the most cinematic Bond movie so far) and that final stunt still impressed me to this day, and the Union Jack parachute as the theme kicks in is just brilliant.The fight on the train is not as good as the one in From Russia With Love, but it's better than the one with Tee Hee in Live & Let Die and it does have Barbara Bach in a sexy as hell night dress, so there is definitely that.I only have two nitpicks, one is the dodgy use of miniatures, the other is I do not buy Bond going to save Anya at the last minute (although God knows she is ridiculously hot) and where did that sexy as hell red bikini come from?? Not that I'm complaining, as you know.... I have a thing for her and she is just stunning!! But she had told him she would murder him once the mission was over. So why risk your life to save someone who has threatened to kill you?? Although it leads to the moment where Bond loses his cool and legitimate panics when he briefly thinks he has been shot.Overall, for me this is the most James Bond movie of all the James Bond movies so far, it's easily the best Bond movie since Goldfinger.... in fact it is probably my favourite Bond movie, because you know... Barbara Bach!!The Spy Who Loved Me was a return to form, as it grossed $48 million at the domestic box office (only Goldfinger and Thunderball grossed more) to end the year as the 8th highest grossing movie of the year.",True
29 February 2020,beeblebrox-2,The Music Man (1962),10.0,"Nothing else comes close to The Music Man for sheer musical enjoyment. Let's bullet point this:There is not a single weak song in the entire film. Pretty much every other musical has at least one song that just doesn't work or is filler. Go through your favorites ***like Singin' In the Rain, My Fair Lady, Sound of Music, or West Side Story. We can easily pick out the clunkers in everyone of those. Not so with The Music Man. In fact, it has a wealth of gorgeous ballads and plot advancing songs like The Sadder But Wiser Girl and Wells Fargo Wagon (more on this in a moment) that are unparalleled in quality.In the 50s when Willson wrote*** this, the idea of a strong female lead who knows more than the leading man was a rarity. In fact, it is Marian the librarian who saves the hide of our anti-hero, Professor Harold Hill.The picture perfectly captures Middle America of the early 1900s. It's a slice of life that takes you back to an earlier era of ice cream socials and no electronics.The leads have perfect chemistry. We truly believe that the cynical salesman who ostensibly has a girl in every town, and the innocent librarian who has never had love, do get together realistically in the end.The music, lyrics, and book are all from the genius mind of one man. On this one factor alone The Music Man stands above all others.-To highlight just a couple of examples of Willson's genius, he has his male lead sing the famous ""76 Trombones"" and his female lead sing the sorrowful ""Goodnight My Someone"" at different points in the film. Both songs use the same tune but on first viewing one wouldn't realize this. 76 is performed in an uptempo 4/4 meter while Goodnight is down tempo and set in 3/4 time. At one point in the film both are sung as a single interlude back-to-backand we still may not realize the musical legerdemain at work here by Willson. At another point in the film, we're treated to an antiphonal performance of two stand out songs, Lida Rose and Will I Ever Tell You, both eventually are sung over the top of each other in an exceptionally satisfying manner.The director of the stage play, Morton DaCosta, also directed and produced the film! To my knowledge this had never been done before or has been since. As a result, the film retains its wonderful stage play ethos and is extremely faithful to the Broadway version so many people enjoyed over its long, Tony Award winning run. Unlike recent travesty's such as the film version of The Phantom of the Opera, DaCosta managed to both leverage the medium of film while at the same time, occasionally taking the viewer back to the feeling of the stage version - with theatrical lighting effects that one would only see in a live production.The directing itself has an incredibly lyrical quality in the manner in which it is staged and blocked. For example, the Wells Fargo wagon number features a long dolly shot up the street where the individual members in the ensemble sing their brief solos as the camera passes by them. ""Trouble"" also features several enjoyable dolly shots following Preston as he pumps up the assembled crowd. These are just a couple of the many moments where we see the expertise of a stage director shine through on film.Speaking of the Wells Fargo Wagon number, this song features an emotionally charged moment quite unlike anything else put to film. At a point near the end of the song, the orchestra suddenly and unexpectedly swells, and in this moment, these few musical notes signal the altering of the plot. Up to this point, we assume Marian is going to expose the Professor as a fraud. With those notes, the plot spins around and goes the opposite direction. It's pure musical genius.Unlike most musicals where the characters will suddenly just launch into songs without much motivation, the numbers in The Music Man are interwoven into the plot in extremely clever ways; most notably the songs sung by the fabulous Buffalo Bills.Shirley Jones is a joy to both watch and listen. Only Julie Andrews in The Sound of Music may be better.The story is just wonderful. Compare this one to other favorites and one has to admit The Music Man has a more satisfying plot than most. Yes it's corny but that's actually the point. It's supposed to be fun and silly - and it works fabulously.The ""Marion The Librarian"" number is one of the most clever and enjoyable songs ever put on celluloid. It alone makes the movie.All in all, this musical tops them all. Sure, it has steep competition for the number 1 spot but I could watch this one over and over and never get tired of it.",True
29 February 2020,stylemoxie,Pete Davidson: Alive from New York (2020 TV Special),10.0,"***Like someone said*** in their review, that's Pete's style being awkward. I ***like the way he comes across as a comedian on or off Snl. I also think it's unfair people are rating him so low. Like Dan Crenshaw said*** in a recent interview, ""To be fair, if we took everything that comedians said on a Netflix special seriously, man our country would be in a world of hurt,"" he concluded. ""I would like to remember the guy that I saw in person and hung out with that night."" If Dan Crenshaw isn't taking it seriously then people should just chill, enjoy life and stop haten.",True
9 September 2013,NewOCFan,Angel Beats! (2010),10.0,"It'd be silly to say how one certain anime got me loving anime again. The truth being that I grew up with just Pokémon, Digimon, Dragon Ball Z, Monster Rancher, Yu-Gi-Oh, Medabots and even Sailor Moon. Growing up, I got bored of watching cartoons and anime until I was introduced to Angel Beats, the first anime I had seen in so long. I can believe it if someone out there tells me there's another anime with even better animation, but I really love the animation here. Especially in the opening credits. It's beautiful and I've never seen animation ***like that before. CGI just can't really compare to this at all in my opinion. The music is really different from what I've heard for movies and it is so beautiful to hear and whatever music is used for a scene fits perfectly. I found the show got me to look at my life from a different perspective, that our lives couldn't all be too bad as Kanade seemed to be trying to show (maybe it's different from what Otonashi said*** in the English sub?). It was a nice story and one I hadn't heard of before. I was intrigued with how different it was to the other anime I've seen. All the characters are special in their own way. From just looking at some of the characters like Yuri and Kanade, I can understand why Battlefront would've started, the kind of life Kanade had to live with after death and why anyone else would've joined Yuri. A lot of Battlefront don't get much back story as the others do but the show is still good. Why we only had 13 episodes is a mystery to me. The characters that do have a back story all have such great ones that make them stand out more as characters and make them more sympathetic. You could also say another flaw would be that the story could've been rushed but overall, I found Angel Beats to be a good show and I was glad to find another anime to love after all these years.",True
