index,review_date,user,item,rating,review_text,contains_pattern
7318,5 December 2008,emperor_bender,Léon: The Professional (1994),10.0,"I hadn't heard much about this movie, so I really went out on a limb watching it. But sometimes it really pays off.First off, let me start by saying that in my opinion, this was one CRAZY movie. But I guess thats why I like it so much. Not a whole lot seemed to make perfect sense, but I guess thats what they were aiming for.The best performance by far was Jean Reno as Leon, the lonely professional hit-man, living in a run-down apartment down the hall from a dysfunctional family. Cast out in the family is Mathilda (Played by a young Natalie Portman), the 12 year old daughter who seems to be kicked around by everyone in the family except her little brother. While out shopping, Mathilda's family is killed by corrupt DEA agents, led by the completely insane Stansfield (played by Gary Oldman).Among many good performances was a unique plot, and many memorable scenes and lines. The music score really helps set the mood of each and every scene. ***Like I mentioned***, I think this is a crazy movie so maybe thats why it stands out. You feel a bit of every emotion here as well.10/10.",True
7421,5 December 2008,Aaron1375,Better Off Dead... (1985),8.0,"Yes, this movie follows the typical teen romantic comedy type formula, but it adds a lot of weird stuff in it to make it more original and a bit demented. Kind of ***like the mother added this and that to the one meal she cooked, granted the one ingredient she mentioned*** was normal enough...raisins. The story, guy who seems likable enough has just been dumped by his girlfriend. Sounds normal enough, till you realize the girlfriend seems to date just about anyone and everyone. Well guy wants to win her back so he is going to try to ski this deadly run that the one guy his ex seems to be dating a bit more than others is an expert at. There you go, sounds simple...throw in a cute foreign exchange student and you have your typical teen romantic comedy. Though it is not as cut and dry as that as our hero must overcome an obsessed paper delivery boy, a strange introverted guy and his loud mouth mother, a fairly normal dad but odd mother, a brother who gets the ladies and builds super science fiction stuff, a friend who snorts everything but drugs because their town apparently does not sell them, a part time job at a burger joint, a drawing that takes a life of its own, and many other strange happenings. Add to that the fact from time to time our hero tries unsuccessfully to commit suicide and you have your very strange, but funny teen romantic comedy.",True
7724,6 December 2008,ya1973,Vicky Cristina Barcelona (2008),3.0,"What a bore. I am just back from the cinema and highly disappointed with this movie. I am a fan of Woody Allen's early work (***like ""Manhattan"" etc) and was delighted to read that with this movie, he was said*** to be back to his ""old style"". What? OK. Let's be fair. It was esthetically filmed and not a complete nuisance to watch, with good actors. But that's all. That's why I give 3 out of 10. Basically, the story is very dull. It's a mediocre piece of work (ok, Allen is no genius, but at least he used to be pretty entertaining). It made me think ""is this showing the aging Woody Allen's erotic fantasies?"". What is the message? There is no plot that is worth the mention. And character development? No. The passion(s) that develop are not even that: developed! They are not credible. I felt that the audience is made believe that the shown emotions exist this way - but it's that: make-believe. I did not believe much of what I saw, and, perhaps more sadly, I could not care less for it anyway. A ""wanna-be-exotic-and-interesting"" movie. Dull dull dull.",True
8093,4 May 2020,hnt_dnl,"Westworld: Crisis Theory (2020) Season 3, Episode 8",1.0,"Now that Season 3 is officially (and thankfully) one for the books, I can freely say that the finale lived down to the second half awfulness of the season. I feared that I lamented the poor second act one episode too early in the review for the prior episode, but this terrible finale titled CRISIS THEORY just strengthened my resolve that Season 3 as a whole is just not good. In fact, I might say it's even worse than Season 2 mainly because the writers hung their hats on the worst aspect of the series: the action scenes. This finale was virtually all action, all the time.There was so much illogic in this season that it is mind-boggling, but the finale takes the cake. Why is every single person in the entire world, which seems to consist of only about a thousand people, ready to riot over things that haven't even happened yet? Why didn't Dolores finish off Maeve when she had the chance given that Maeve has tried to kill her multiple times already? Why is Hale so hellbent on destroying Dolores when it was Serac that had her family killed? Why didn't Serac just kill Caleb himself? He had no qualms murdering that identity broker earlier in the season. Why didn't he have his guards kill Maeve immediately when he froze her? Why didn't Maeve just use her hacking powers much earlier in the season to disable Serac's host-controlling device? Why has Bernard been having such a hard time finding Dolores the entire season if he was always connected to her and could somehow ""sense"" what was happening with her?But my biggest gripe with this episode, well other than the dumb action scenes, is basically the main plot point of the season that introduces a whole slew of holes: so Dolores actually remembered Caleb from the finally revealed Park 5, which was a training ground for soldiers. OK. First, wasn't Dolores basically in the Westworld Park for her entire existence since she was it's main attraction and the park's oldest host? When did Ford find time to move her to another park? Where were THESE memories at all the time Dolores was complaining about the evil human race? Second, how did Caleb not even remember Dolores, especially with all of his memories coming back to him over the course of the season? Finally, how could Dolores possibly know that she would run into Caleb way back in the season premiere? Everything that happened to get them together relied on way too many coincidences.And the action scenes are just abominable. The Dolores-Maeve fight was pathetic. Serac's guards and security have no kind of tactical fighting techniques. They repeatedly give away their positions by breaking silence protocols. They just stand there and do nothing when Serac tells them to kill whoever. And that post-credit scene with William...are you kidding me? There was actually that beautifully acted scene between Bernard and Arnold's wife, but that was about it. This episode was just so bad overall I can't give it more than 1 star even with that little gem.It's ***like the writers knew they needed a big finale ending and just said*** ""we need the bad guy to lose."" The finale was like some cheesy 80s action flick except those movies never pretended to be great. Westworld IS pretending to be great and more and more each season looking like a one-hit wonder.",True
8667,4 May 2020,mannimessage,Love Aaj Kal (2020),9.0,"I'm pretty sure bad reviews are written by those who have given up hope for love and have a lifestyle ***like zoe's moms who was always negetive about her love life and always said*** be practical and ended ruining precious moments of zoe's life, just go for the movie and ignore the negative reviews.if you watch the movie from right perspective it is actually pretty decent.",True
8757,4 May 2020,godfather-31107,Nela Ticket (2018),8.0,"I don't know why critics reviewed this movie so poorly but from what I seen this was one of the better movies that came out recently. Seems ***like BJP, YSR, and TRS sympathizers had it out for this movie as this movie blatantly pointed out*** all the crimes and corruption all three parties committed in there tenures. This movie was clearly enjoyable from start to finish unlike several movies that came out recently in Telugu like for example Sarileru Neekevvaru, Dear Comrade, Thikka, etc. The director did good job in screen play and direction.",True
9097,24 February 2020,Horst_In_Translation,Am Anfang war die Eifersucht (2001 TV Movie),2.0,"""Am Anfang war die Eifersucht"", which means ""At the beginning there was jealousy"", is a German television movie from 2001, so this one is already almost 20 years old. Well, if we take a look at the year of production shown during the closing credits, it actually has its 20th anniversary this year. It runs for 90 minutes, slightly under like most German small screen releases, and it is a sequel to a movie that has almost the same name and was released back in 1999. Only the ord at the end is different. What is not different, however, is that these two films are basically the same level quality-wise and this level is one that you really really want to stay away from. Admittedly, and this is the only positive thing I can say about this film here is that it is sometimes not as horrible as the original, but still there was never any other plan in my mind while watching this film that I could give it more than one star out of five, which is my lowest rating and means failure territory. It's no surprise it turned out this bad with basically not only the entire cast returning, but also the crew being the same. Director is once again Hartmut Griesmayr and the script is by spouses Amelie Fried and Peter Probst. The first film was based on Fried's novel. This one here is not. It just continues the story for the characters and as far as I know there is also no book that this sequel is based on. So the readers are more lucky than the viewers here that this unbearable mess does not existed in print. I have not read the original book, but ***like I said*** the writer is the same as the one in charge of the screenplay, so I am entirely convinced the book is bad too. By the way, I just watched the first film not too long ago for the first time. I usually say that it is pretty shocking if there is more than one writer in charge of the screennplay and the outcome is really so horrible, but here I am not surprised. I am really sure that both Fried and Probst lack the talent for a quality script completely. Still pretty horrible how a man can at least be partially in charge for a film that is so strictly against males in its desperate attempts to get femmales to watch the movie. Disgusting. Women's rights activists would be up in arms if the gender roles were the other way around. It really is an abomination. Be it the happily cheating husband in the first film or the guy who is interested in the female protagonist in this one, it is just embarrassing. By the way, you can also include Korff's character here. He plays a really likable character, but of course he also gets the possibility that he could just be a fraud who is after Queen Mom's (ugh!) money, even if the truth is different in the end with this pseudo dramatic cancer story. And by the way with one character saying that it was all a lie and he cannot give them the money, that makes no sense either because the money would be from the bank and not from him directly. Ridiculous stuff. By the way when the female protagonist's character does not mention she is secretly preparing for an exam to make money for the family, it is alright because it is such a kind-hearted idea, but when Korff's character dooes not say it, then he is stupid and a liar because everybody would have understood. Oh yeah, the husband here also gets his fair share again of course with how he spends all day on a park bench after secretly quitting his job or how he is super jealous when he suspects his wife is having an affair. So the negative references in this film as well as the first are about him both times. Of course both negative aspects about him, while his wife is a true saint. And obviously they did not forget to remember us of his affair from the first film.Now I mentioned the female protagonist already a couple times and with this I mean Simone Thomalla. If you hear this name, then you will know immediately that this film is one to stay away from. She has been a lead in so so many German films over the year and God knows why. Or Satan more likely. She has not a single ounce of talent in her body when it comes to acting, showing range and versatility. All her popularity is about her looks, which are also really overrated in my opinion. So in short you can say that she is just as untalented as her influencer daughter, but strangely enough she managed a long career. I mean the moment when the film hits rock-bottom comes early on already when we see her fake an orgasm after her man does not ant to have sex with her and honestly this scene alone if a prime example of how this woman does not care one bit for females and being an inspiration or even role model to them. It was incredibly messy. And she has more scenes like that. It sure requires a really special (absence of) skill to make this horrible screenplay look even worse, but she manages masterfully and effortlessly to do so. There are so many examples I could state. Be it the speech at the wedding near the end, all the scenes with her new suitor or everythink linked to the house possibly being sold or her role as a mother (and daughter). By the way, speaking of her suitor, he is of course scum too as he indirectly tries to blackmail our lovable heroine into sleeping with him if she wants the job. And of course he realizes immediately that he made a huge mistake because she is so perfect and talented. Really ironic to see this ""actress"" portray somebody allegedly talented. I guess people who believe one bit of this movie are completely hopeless and there must be quite a few if this film received high enough ratings for a sequel. Oh and I also would like to mention those scene involving the male child actor. Of course, he was pretty bad too here, but the script definitely did not do him any favors. I laughed so hard at the scene when he poses as a blind man. I am sure the filmmakers meant this seriously, but this was so bad it was funny. Sadly, this was the only moment with such absurdity that made me at least chuckle a bit. The rest was just plain bad. This includes the entire story about the boy and his eyesight. I mean what parents do not realize how their child sees nothing basically. Awesome parents. Oh well, I guess they are forgiven eventually because we find out the boy faked it all along, so they do not move to another home. Oh that makes sense, very good connection there. Then again, obviously Thomalla's character is also a great mother, so she would have recognized it in fact before it had even happened with the boy's eyesight. The scene at the oculist (terrible actor too and so poorly wwritten) is just as cringeworthy as the moment when the boy quotes his grandma later on. But what was even more rock-bottom was when he says he would get lost in the new apartment right at the very start. Honestly, I was already willing to turn this off when I heard the characters singing. At least they did not continue with Thomalla's character's story from the first movie that she is a talented singer, which her voice is nothing special at all. So overall, everybody who worked on this project should really be ashamed. This is such a mess and honestly I am glad to see they did not make a third movie another two years later. Looking at writer Fried's other works as well, which basically all sucked, yet got adapted into movies, you know this one here is a project that you would not ant to atch a single minute from. Second, actually, also because you can see it takes itself completely seriously, has this stupid unrealistic happy ending and the over-the-top soundtrack. Highly not recommended. You can hear your brain cells commit suicide while it's on.",True
9146,24 February 2020,Holt344,"The Walking Dead: Squeeze (2020) Season 10, Episode 9",8.0,"Claustrophobic, nerve racking, suspenseful and great drama. This episode was well directed and had some good cinematography, overall great! I loved the natural lightning, really gave it atmosphere and immersed me into the claustrophobia of the cave. It's still pretty damn bad that they got in that situation with being stuck in a cave by the hands of Alpha but now when we get to see it play out and see the sets they built? I found it entertaining and great, long time since we got a true walker based episode.The story arcs we get to follow is of course the main group trying to escape the trap set by Alpha and the other plot is The Whisperers and Negan. Jeffrey Dean Morgan is as always so damn good as Negan, but he isn't the best one in this episode. Best acting of the episode is in my opinion Norman Reedus and Melissa McBride they did some amazing work in these 40 minutes, capturing emotion and brought their finest. With that said, this season have built a lot on who Carol is as a person after the death of her adopted son and I've enjoyed the story arc as I feel her more human than the bad ass killing machine she was before, I can't wait to see what they bring to her character and some others.The episode could easily have been an okey to bad one, if not for the acting and amazing cast of actors and characters. It's a really slow burner, not much happens in the 44 minutes. That's a negative thing but they make it so intense and suspenseful which has us on the edge of our seats. ***Like I said***, it could have easily been a bad episode but the writers and director managed to create a great episode!",True
9165,24 February 2020,tcamyuntoldartist,Sonic the Hedgehog (2020),10.0,"For some reason payed critics feel like judging this movie by standards of all time top 100 pieces of mastery featuring deep philosophical messages and drama. But it is not the flippin' Godfather for crying out loud.For what it is, for what it should be, it is pure brilliance, only slightly hindered by sparse spikes of capitalism (product placement that at certain points actually seemed ***like parodies of product placements as they were so direct and said*** out loud), a very strange cut at around 3/4 of the movie featuring Donut Lord and Pretzel Lady (you WILL know what i'm talking about when you see it), an entire ONE cgi side shot of a one wheeler robot that is actually rather nasty (it is like a good second long), and original (pop-ish...) music that is not that memorable even if strangely fitting most of the time.I feel the movie is paced excellently. Starts out as cute, and fun, then quite emotional, and just then, when you already feel this is great so far, enters Robotnik into the picture... and elevates things up to 11. Sonic can feel a tad bit too coked up sometimes, but when you start feeling he's a bit much, something happens that slaps him to turn more serious or downright knocks him out for a few minutes. Or we are suddenly given a very cool, once even quite lengthy slowdown scene that play purely on the visuals and not the talking. The way Robotnik utilizes Sonic's power for himself at one point was just a fantastic idea. From the trailers by the way you'd think this is going to be an other freakin comedic road movie, with plenty of clichéd hijinks happening along the way, but the move from Green Hills to San Francisco was unexpectedly sudden, and short lived their stay was as their return right back to Green Hills was quite an expedient one practically by free fall.This is the kind of movie that is OBVIOUSLY for kids, but not in the usual condescending way, that immediately locks out adults, or should i say... 'big kids'. Seriously if you look at something like this, and dismiss it saying ""you are beyond things like this"", you lack the kid in you that should never truly die.If you ever liked playing a Sonic game, preferably one from the golden era of Sega (1991-2001), you WILL like it, and many of you WILL love it as well.I only hope now for a more classic story for the at least as halfway decent as this was sequel, about the Eggman Empire in Sonic's land, and as a Sega diehard i can die happily. Oh and do not drop Jim Carrey from the cast, he was the best idea ever for Robotnik, and now you are stuck with him i hope you realize that!",True
9763,25 February 2020,geoff-spurr,"Endeavour: Zenana (2020) Season 7, Episode 3",8.0,"Endeavour has been my favourite series ever on TV but standards dropped in series 7. ***In response to another review***, in a show of mutual respect Endeavour will finish with 3 episodes in series 8, giving 33 episodes in total, exactly the same as Inspector Morse and Lewis.
The original series were self contained episodes but Endeavour has become a serial, which worked well building tension to the series 6 finale, but series 7 has felt like 3 episodes of one story which seemed to lessen the overall enjoyment. Ludo and his wife didn't work well as characters (especially in Oxford), the different attackers on the towpath was not convincing, (wasn't it a woman who attacked the flasher?). The breakdown in the relationship between Fred and Morse was not pleasant for fans to see.
Russell Lewis has taken liberties with the original Morse character, who famously moaned about his lack of romance in his younger days, the will they/won't they storyline with Joan worked well but he's also lived a nurse and had flings with Fred's niece, the French photographer and Ludo's wife.
Series 8 is going to be tricky, it's hard to see how the much loved characters of Fred, Strange, Bright and Max can be a part of it when Morse moves to McNutt so having many new characters will be something of a gamble. It would be great to see the series end on a high but I'm afraid the unforgettable heights of series 2 may not be reached.",True
10191,1 September 2020,Horst_In_Translation,Uferlos! (2013 TV Movie),2.0,"""Uferlos!"" is a German television film from 2013, so this one has its seventh anniversary this year. It runs for slightly under 1.5 hours as they usually do and the title means something like ""Shoreless!"" I suppose. On the one hand, it is supposed to describe the lake situation where the film is set and the fight about who is allowed to have access to it (even if this explanation is a bit shoddy too, it's just about the water I suppose), while on the other hand it is about the female protagonist's isolation. The ! surprises me a bit I must say. Very unusual for films by ARd or ZDF, but here they took this route probably because one word did not seem enough for them. One-word titles are a rarity as well when it comes to those two television stations. The director is Rainer Kaufmann, very experienc ed and prolific, also some alright movies in his body of work, not as bad as the people they usually hire for this kind of movies. That would be more the likes of writer Silke Zertz, whose body of work may not be downright horrible, but still very weak overall. The outcome is not expected as a consequence. As for the cast, the title describes the main character played by Hannelore Hoger. She is an experienced actress for sure and honestly I felt that she did not do the worst job here, managed to elevate the material here and there and even if the film (because of the botched screenplay) is already pretty bad, it perhaps would have been worse without her and another female lead like Jutta Speidel or so. She often gets cast for this kind of films. But Hoger managed to be quietly convincing here and there I felt. Oh well, maybe I am being too kind here and she is just not as bad as the other production values. Nonetheless it needs to be said that the cast here is certainly not a problem or at least not the biggest problem. The male lead is Rolf Lassgård and this film is actually from fairly briefly before he played the lead in a Swedish movie that managed big waves internationally, no less than two Oscar nominations, so here you can see an ounce of his talent already. Maybe he is the main reason why prople are still watching this one. Or maybe not because it is a film in the German language, not in Swedish, so Swedes will have little chance and maybe little interest to check this one out. The rest of the cast includes a handful of experienced German actors. Film buffs from my country will recogize some of these like Brendler, who has nothing to do here except acting pregnant, and Schubert, who has slightly more to do as he is kind of the main antagonist to Hoger's character here, but a friendly antagonist nonetheless. There are no bad people in here, no real villains. However, no matter what all these actors tried, this film was doomed to fail from the start of production because the screenplay is what makes a movie and same is true here, but in a pretty negative sense.I must say sometimes I even thought the story was tolerable and Hoger was good enough for this to be a weak film at least, not a terrible film, but in the end, it becomes painfully obvious again that calling it weak is certainly going too easy on the outcome here. There are many moments. Be it the inevitable love story between the two protagonists (a bit surprising given the age difference that is visible honestly), be it the mailwoman's role and how she randomly ends up in bed with the male protagonist towards the end, be it the rushed-in solution that Hoger's parents got the area from jews during the days of the Nazi regime etc. It all feels fake and for the sake of it, rushed-in for pseudo drama purpose because this film took itself seriously very much. This one is not on too often anymore because it is a ZDF production and they do not have a dozen smaller stations like ARD (Degeto) to show reruns constantly, but actually this is a good thing here because it definitely has no real right to still be on national television almost a decade after it aired originally. The Johnny Cash song early on was okay though, a bit random nonetheless. What was very random is that the two new neighbors end up in a boat together minutes after meeting for the first time and he jumps into the water. Was this supposed to show us that they can be their true selves in each other's company? I don't know, it felt a little bizarre though. There are also animals in here, the female protagonist loves birds, but yeah when the man's cat keeps hunting those down, of course Hoger's character is not happy. Admittedly, the number of ""victims"" felt exaggerated. They can fly away, you know. Or what Hoger's character did as a consequence with the cat. Were they for real? I think so. Anyway, there are more moments like those. It all feels fake and unauthentic and with imdb calling this a comedy, I must say I never laughed. The solution back to happiness towards the end also felt fake. Sure she finds that message now who originally lived in that house. Still I must say that Hoger's character's tears after that scene and how she depicts her isolation and how she cannot stand people felt authentic on several occasions. ***Like I said***, she is alright. But then there's moments like the daughter of course being married to the guy who wants to take the premises from ther daughter's mother and the daughter being about to give birth in the midst of this massive turmoil etc. I also felt that the environmental message in here was in theory promising early on, but what they turned it into eventually wwas just a big embarrassing mess. The subject deserves way better, but this is what happens when an untalented writer butchers a story like this. Dreadful. Of course, eventually all goes well with the birth and they cannot take her to the hospital, but she must give birth right there with her mother being her midwife. Okay. And no comment on the guys they hired too play the demonstrators with their signs. Oh boy, this was cringeworthy to say the least. Overall, a pretty bad film, one you need to skip at any cost. Luckily, the number of votes here on imdb shows that most people did. Yes, I may sound a bit harsh here, but trust me: The film is indeed as terrible as it sounds. Low production values all along. As a consequence, the humor is never funny and the conflict feel all fake. Highly not recommended.",True
10462,1 September 2020,SAMTHEBESTEST,Tenet (2020),8.0,"Tenet (2020) :
Movie Review -I can say it loud and clear that, we haven't seen something groundbreaking like this before and we may never see something like this. The reason for it is, Tenet is based on a time breaking concept which crosses all the barriers of physics, time flow, inversion, reversion, past, present and future tense. We haven't been introduced to Time-squeezing maneuvers before and in Tenet we get to see multiple dimensions running simultaneously which makes it a crazy visual experience. I mean at one moment it feels like how did they shoot this scene? How did they edited it? How did they even think of writing such a scene? It all goes beyond imagination in this unseen world of Tenet and one must prepare his the brain before watching it because this is going to shake your mind with complexions.The story of Tenet is pretty much predictable and believe me this is an insult of Nolan but the master had some different plans as he tells this predictable story in unpredictable way. A mission of saving the World from extinction is anything but not simple. Tenet is intricate but how much? If i could count it in numbers then it is 11 out 10 i mean one step higher than where your rating ends. When it comes to understanding the film there are different possibilities for sure, like, in first watch you might understand it completely, or you might not understand it and dislike it but then you might understand it in 2nd viewing and find it mind-boggling stuff or something because it is complex indeed. Not just any regular complex show but something really confusing. For instance, i can say that, Inception was lot easier to understand than Tenet and i mean it. I hope you know what i mean, any smart movie buff will surely get it.Tenet has really got lot of good performances from talented cast members. I can't name all but surely the main leading cast is amazing which includes John David Washington, Robert Pattinson, Elizabeth Debicki, Kenneth Branagh and other supporting actors. The writing, ***like I said*** before crosses all the limits of complexity and it took me a little while to realise what just happened, what did they just said and what was it all about. High chances that Tenet needs to be watched twice to understand all the detailings otherwise you just don't get it properly. Thank god it doesn't leave you with any questions at the end as there is a one solid end to all the theories.Technical aspects of Tenet are truly amazing. The background score will win you over in the opening scene itself and then there are lot of it keep coming up. Cinematography is on some next level as we just can't imagine half the people running backwards and rest half running opposite at the same time. The same goes to the visual team as they achieve artistically groundbreaking visuals which were never seen before and might never be seen in future. Dialogues are too dedal and with the help of Subtitles you can keep them in memory. Director Christopher Nolan has left me speechless yet again. I am not sure about numbers that how many times I've said the same thing. If there was anyone who could have thought of handling hell of a complex film like Tenet then it was only Nolan and nobody else and he didn't disappoint. I am shocked and stunned by his thinking and vision that how every time he comes up with something mind blowing and yet makes it feel mind blowing every time? I mean we never feel fed up by his news ideas and we never even get bored of watching the same film Multiple times. Without a shadow of doubt, Nolan is the best director in the world (of his time) and i am proud to be his Fan.Tenet offers something out of the borders even if you think that you are ready for unlimited features and mind-shaking cinematic graphics. The only problem with Tenet is, it feels soulless after all. The emotional angle doesn't work at any level hence the feelings for the characters never pick. Otherwise, it is a complete package of mind shattering concept, groundbreaking visuals, technical brilliance, atmospheric tension and Nolan's timebreaking vision which makes it a wonderful Cinematic Experience. Highly recommended ""But only for intelligent cine viewers.""RATING - 8/10*",True
10466,1 September 2020,samhendersonthemovieman,A Quiet Place (2018),9.0,"Let me start by saying that I'm not a fan of scary movies or horror movies, although I'm only interested in pretty much anything by M. Night Shyamalan and Jaws. I originally wasn't planning on watching it or seeing it, but my family wanted to watch it and I heard from most of my friends saying that it's not too scary, but suspenseful, so I was reluctant and decided to watch it. I was very surprised that the movie is slightly silent and uses sign language throughout, even though it did have some dialogue in a couple scenes. Anyways, the originality of the movie is very innovative and genius. The acting throughout the movie was very well-acted, especially from Emily Blunt, even though there wasn't a lot of dialogue. There are a lot of scenes where they build up big tension and leave you breathless and shaking. The sound mixing and design of the creatures also is very creative and creepy to hear. The directing from John Krasinski, who also starred in the movie, is very interesting that he starred in the movie as the same time and made me wonder ""How does he do that at the same time?"" It's also very interesting that Emily Blunt and John Krasinski were a couple in reality and they were a couple in the movie as well. Also, the ending leaves you very amazed and breathless, making you wondering what would happen next in a sequel in the future. You wouldn't believe your eyes or ears when you witness the movie. The story also was very inventive, which was the combination of silent movie and thriller at the same time. The music is really eerie and astounding at the same time, which was what you'll hear most of the movie because it had sign language at the same time ***like I said***. A Quiet Place is a very intense thriller that leaves you at the edge of your seat, one of the most worth watching for non scary movie fans like me, and surprising movies I've ever seen. 9.5/10",True
10666,1 September 2020,babitain-41241,Heidi (2015– ),3.0,"Heidi season 1 was way better and amazing and the voice overs were very good.But in season 2 everybody's voices changed and it is annoying.And it is not very good as season 1 and Heidi's voice is terrible ***like when she calls aunt Dete, aunt Dete with a deep 'e' and even the grandfather said*** once Aunt Dete with a deep 'e'. I hope if they make a another season of Heidi they should make it nice and proper as season1 but in reality I still like Heidi. Heidi talks very fast and her voice doesn't match her personality and her expressions are not too good. Wish they had chosen voice overs for this season as close to the voices in season 1. New character voices are okay!",True
10693,1 September 2020,Horst_In_Translation,Wink des Himmels (2005 TV Movie),2.0,"""Wink des Himmels"" is a German television film from 2005, so this one has its 15th anniversary this year, which is normally an occasion to celebrate, but with how low the quality here is, it is more on the opposite end of the scale and pretty embarrassing that this film is still shown on national television, even if it is only a smaller channel and not exactly prime time. Nonetheless, the fewer people watch this, the better. The director is Karola Hattop and as she already worked on movies back in the 1970s, she was already a highly prolific filmmaker by 2005. But also this means that in my opinion she is a definite contender for worst German filmmaker from the last 50 years because her body of work is all about quantity and not one bit about quality. Truly pathetic. The writer is Natalie Scharf. She has not been active for that long, but also since the late 1990s, and her body of work is nothing to be proud of either. Still, the pretty good ""Dschungelkind"", maybe her defining career movie, is better than everything Hattop has been a part of. These 1.5 hours, slightly under as usual, we have here, however, do not bring quality to anybody's body of work here. That includes all the people who were part of this project, not only the aforementioned behind the camera, but also thoe in front of it. The ones audiences usually recognize. Well, this is only partially true because the cast is not spectacular at all, even for a small screen release from my country here and these are never star-studded. Anyway, the only supporting cast member I am familiar with here is Bürger and maybe Wussow too, but only because of his name and father. The two leads are by far more known, but not necesarily for good reasons. Both are fairly limited actors I'm sure. Admittedly, it must be said that Helmut Zierl is by no means as bad as hhis female counterpart Elisabeth Lanz. Both have been in many bad films, however. There is no denying there at all. I have seen some of their stuff and it is pretty abysmal here almost all the time. Maybe Lanz' inclusion int he cast for a lead character is also one reason why this movie here is an Austrian co-production, but also the bigger reason obviouly is ORF being a part of it.Now in the second paragraph, let me talk a bit about specific scenes and moments from this film that made it extremely obvious how this is a film that is still bad in its better moments. It already starts fairly weak as we see the male protagonist sitting there in the nature all on his own like a desirable lone cowboy. But things do get way worse. The best (or worst) example of that is for example the dove scene early on when the boy wants a mother again and a woman for his father at the same time lets the dove fly away and she flies to Lanz' character at a construction site and while the two men there are annoyed by it, want it to leave, even try to catch it, the woman is somewhat amused and even sees the romantic component immediately and tries all she can to find the owner of the dove or pigeon. Never really know what the difference is. Not important anyway. What matters more is that really everything involving the dove was utterly ridiculous in a bad way. There is one more, namely when the female protagonist talks to the male protagonist on one occasion about how the pigeon was lost, wanted to land, but did not know where and clearly this was meant in a (not exactly) subtle manner in a metaphoric way as if she was talking about herself. In order for us to understand how desirable the two lovebirds (no pun intended!) are, we also find out that the man has a suitor himself and the woman is in a relationship, close to marriage in fact. But her man does not treat her like a goddess the way she (and every other woman) deserves, so it is absolutely nothing bad that she cheats on him with the male character. Imagines how condescending the film would be if her fiancé cheated on her during his business trip. He'd be personified evil honestly. Only women get away with stuff like that in these sexist ARD afternoon movies. This one here is no exception. But hey, he puts career over her, does not wwant a kid, fly away instead of staying with his love, so he deserves it coming his way that she is falling for somebody else. There are many other scenes and aspects wrong with this movie, but I just wanna forget about them as soon as possible. Okay, one more: the entire conflict story in the second half when the man's employee lies about his love becausse she still wwants him to become an item with her daughter. This is so messed-up. Pseudo drama of the worst kind. Also how he slaps her. Okay, that was so bad that it was almost funny honestly. But there are no evil characters in here, no antagonists really and even the elderly lady realizes what a mistake she made and of course the happy ending is inevitable eventually and the two protagonists are together, not much longer after the female's original lover begs his woman to stay with him, even if she cheated on him. Charming. She gets away with everything. But hey, it is true love. Just like it was with the male protagonist's deceased former wife. Yep, more sob story here. I feel kinda bad for everybody who falls for this scam of a movie. Honestly, the ending, when they are united, with the help of the dove is also as cheesy and schmaltzy as it gets. ***Like I wrote*** in the title of my review. But then again, this description fits the entire film really. So many other scenes and moments I could mention. Okay one more to sum it all up: the boy's phone calls early on when his dad is on a date with a woman he does not like. And another: the boy running away. Kids running away always happens for ""dramatic"" reasons in these films. Or Zierl's character being on a date again with the other woman from early on when the ""love of his life"" seems one. or when he mistakes another couple about to get married for the woman of his dreams and her man. And so on and so forth. There is much more. In short, this is a terrible movie. One where you should not be hesittant for a minute to realize they are trying to evoke the biggest of emotions while offering the smalles of talent. Not gonna work like that. A dafinite contender for worst German film of 2005. As shallow as it gets and the very worst about it is actually that they were utterly serious with it. Unreal. Fat thumbs-down.",True
11009,26 August 2013,Desertman84,"Charlie's Angels: Homes $weet Homes (1980) Season 4, Episode 17",9.0,"When a wealthy Beverly Hills couple is robbed of valuable Egyptian artifacts, Kelly,Kris and Tiffany suspect the real estate baron, Barry Kingsbrook in this episode entitled,Homes $weet Homes.A couple returns to its home following an open house, and is surprised by robbers. A man assaults the husband and steals his collection of rare Egyptian jewelry. Kelly,Kris and Tiffany suspect the Kingsbrook Realty Company after it has been investigated several times in connection with robberies. Kelly checks out renowned caterer Tyrone, whose stolen van was used in the robbery, but finds that he is not involved. Charlie gets Kris a job with Kingsbrook Realty.Tiffany contacts Barry Kingsbrook under the guise of a wealthy woman selling her aunt and uncle's house. They plant valuable letters from the founding fathers in the house, and Kingsbrook contacts an expert in the field. The man finds Kingsbrook a very interested buyer in Bosley. Barry promises to get a hold of the letters and sell them for two million dollars. Tina Fuller, Barry's top agent and love interest, becomes suspicious of Kris after discovering her going through the listings of houses that have been robbed. She discovers that Kris does not have a real estate license on file. Kelly, Tiffany and Bosley worry when Kris does not show up for their stake-out as planned and they break up the crime ring before Kris gets into hot water.This is a light-hearted episode that consist of humor.In addition to that,we get to see now all our heroines work together to solve a case despite the fact the Kris once again uses her charms to get close to the culprit.But nevertheless,there is no Angel that is the central character in this episode unlike in the last two - One Of Our Angels Is Missing and Catch A Falling Angel.Also,it wasn't really that of a complex case un***like the previous ones solved especially the last two mentioned***.Definitely,entertaining and worth watching.",True
